Sn No,TECHNOLOGY,QUESTION,SOLUTION,SEVERITY,PRIORITY,CREATED_USER,CREATED_DATE,CLOSED_USER,CLOSED_DATE,RESOLUTION_TIME,CITY,Latitude,Longitude
11,Azure HDInsight,"How can I add additional Azure AD groups after creating an ESP 
cluster?","There are two ways to achieve this goal: 1- You can recreate 
the cluster and add the additional group at the time of cluster creation. If you're using scoped synchronization in AAD-DS, make sure group B is included in the scoped synchronization. 2- Add the group as a nested sub group of the previous group that was used to create the ESP cluster. For example, if you've created an ESP cluster with group A, you can later on add group B as a nested subgroup of A and after approximately one hour it will be synced and available in the cluster automatically.",low,medium,Bob,18-09-2022,Olivia,19-09-2022,13,Smyrna,32.95944214,-96.76813507
12,Azure HDInsight,"Error message: ""Failed to connect to Azure Storage Account"" or ""Failed to connect 
to Azure SQL"".","1. If your cluster uses a Network Security Group (NSG).

Go to the Azure portal and identify the NSG that is associated with the subnet where the cluster is being deployed. In the Outbound security rules section, allow outbound access to internet without limitation (note that a smaller priority number here means higher priority). Also, in the subnets section, confirm if this NSG is applied to the cluster subnet.

2. If your cluster uses a User-defined Routes (UDR).

Go to the Azure portal and identify the route table that is associated with the subnet where the cluster is being deployed. Once you find the route table for the subnet, inspect the routes section in it.

If there are routes defined, make sure that there are routes for IP addresses for the region where the cluster was deployed, and the NextHopType for each route is Internet. There should be a route defined for each required IP Address documented in the aforementioned article.
",medium,medium,Grace,14-09-2023,Daniel,17-09-2023,22,Stockbridge,33.59558106,-84.11157227
13,Azure HDInsight,"""The security rules in the Network Security Group configured with subnet does not 
allowing required inbound and/or outbound connectivity.","Go to the Azure portal and identify the NSG that is associated with 
the subnet where the cluster is being deployed. In the Inbound security rules section, make sure the rules allow inbound access to port 443 for the IP addresses mentioned",medium,low,David,26-04-2021,James,29-04-2021,8,Howell,42.60770416,-83.93352509
14,Azure HDInsight,Unable to log into Azure HDInsight cluster.,"To resolve common issues, try one or more of the following steps.

Try opening the cluster dashboard in a new browser tab in privacy mode.

If you cannot recall your SSH credentials, you can reset the credentials within the Ambari UI.",medium,medium,Charlie,26-04-2021,Lucas,29-04-2021,24,Brownsville,25.94647598,-97.42303467
15,Azure HDInsight,Azure API App not recognizing Swagger definition,"Follow the instructions in the Using the REST API with Swagger topic.
1.Ensure that you can access the Swagger UI through a URL.
For example, http://TOMCAT:8080/swagger-ui/index.html
2. Do not use the file:// protocol to access the Swagger UI.",medium,medium,Charlie,26-04-2021,Nathan,29-04-2021,21,Chicago,41.96846008,-87.65660858
16,Azure - AML,"Error code: 4110
Message: AzureMLExecutePipeline activity missing LinkedService definition in JSON.
","Check that the input AzureMLExecutePipeline activity JSON 
definition has correctly linked service details.",high,medium,David,27-12-2021,Olivia,30-12-2021,15,San Diego,32.7794342,-117.1718597
17,Azure - AML,"Error code: 4111
Message: AzureMLExecutePipeline activity has wrong LinkedService type in JSON. Expected LinkedService type: '%expectedLinkedServiceType;', current LinkedService type: Expected LinkedService type: '%currentLinkedServiceType;'.",Check that the input AzureMLExecutePipeline activity JSON definition has correctly linked service details.,low,medium,David,10-09-2023,Daniel,12-09-2023,21,Long Beach,33.76706314,-118.1892548
18,Azure - AML,"Error code: 4112
Message: AzureMLService linked service has invalid value for property '%propertyName;'.",Check if the linked service has the property %propertyName; defined with correct data.,medium,low,Frank,17-07-2022,Madison,18-07-2022,11,Des Plaines,42.04048157,-87.88925934
19,Azure - AML,"Error code: 4121
Message: Request sent to Azure Machine Learning for operation '%operation;' failed with http status code '%statusCode;'. Error message from Azure Machine Learning: '%externalMessage;'.",It might be caused due to the Credential used to access Azure Machine Learning has expired.So I recommend you to verify that the credential is valid and retry.,medium,medium,Bob,19-09-2023,Emma,21-09-2023,18,San Diego,32.7514801,-117.1934433
20,Azure - AML,"Error code: 4122
Message: Request sent to Azure Machine Learning for operation '%operation;' failed with http status code '%statusCode;'. Error message from Azure Machine Learning: '%externalMessage;'.","Verify that the credential in Linked Service is valid, and has permission to access Azure Machine Learning.",medium,medium,David,11-03-2022,Harry,13-03-2022,14,Manchester,41.7712059,-72.52085114
21,Azure - AML,"Request sent to Azure Machine Learning for operation '%operation;' failed with http status code '%statusCode;'. Error message from Azure Machine Learning: '%externalMessage;'.
",Check that the value of activity properties matches the expected payload of the published Azure ML pipeline specified in Linked Service,medium,medium,Frank,11-03-2022,Iris,13-03-2022,36,New Albany,38.30503082,-85.84623718
22,Azure - AML,"Azure ML pipeline run failed with status: '%amlPipelineRunStatus;'. Azure ML pipeline run Id: '%amlPipelineRunId;'. Please check in Azure Machine Learning for more error logs.
","Check Azure Machine Learning for more error logs, then fix the ML pipeline.",medium,low,Bob,20-10-2020,Olivia,22-10-2020,8,Daly City,37.69598389,-122.4800415
23,Azure - AML,Unable to pass data to PipelineData directory,"Ensure you have created a directory in the script that corresponds to where 
your pipeline expects the step output data. In most cases, an input argument will define the output directory, and then you create the directory explicitly. Use os.makedirs(args.output_dir, exist_ok=True) to create the output directory.",low,medium,Grace,20-06-2022,Emma,23-06-2022,3,Porterville,36.06955338,-119.0176849
24,Azure - AML,Pipeline is rerunning unnecessarily,"To ensure that steps only rerun when their underlying data or scripts change, 
decouple your source-code directories for each step. If you use the same source directory for multiple steps, you may experience unnecessary reruns. Use the source_directory parameter on a pipeline step object to point to your isolated directory for that step, and ensure you aren't using the same source_directory path for multiple steps.",low,high,Henry,20-06-2022,Daniel,23-06-2022,1,Newark,39.68188095,-75.64421082
25,Azure - AML,Pipeline not reusing steps,"Step reuse is enabled by default, but ensure you haven't disabled it in a 
pipeline step. If reuse is disabled, the allow_reuse parameter in the step will be set to False.",medium,low,Emily,18-04-2021,Katherine,20-04-2021,23,Dallas,32.93148804,-96.81433868
26,Azure - AML,"I am getting the following error: ModuleNotFoundError: No module 
named 'azureml.train' Whenever I try to import the HyperDriveConfig module: from azureml.train.hyperdrive import HyperDriveConfig.","The azureml-train package has been deprecated already and might not 
receive future updates and removed from the distribution altogether. Please use azureml-train-core instead.",medium,medium,Grace,18-04-2021,Daniel,20-04-2021,23,Findlay,41.02825546,-83.63446808
27,Azure - AML,"ModuleNotFoundError: No module named 'azureml' even after 
installation","To resolve the issue, Please try installing on a notebook by adding % at the
 beginning of pip install command.",high,low,Emily,18-04-2021,James,21-04-2021,27,Ypsilanti,42.24398804,-83.61991119
28,Azure - AML,"I am using Azure ML for real-time machine learning. I have installed 
the Kafka server, but I am having a connection issue when trying to create a topic. I received the following warning: WARN [AdminClient clientId=adminclient-1] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Broker may not be available. (org.apache.kafka.clients.NetworkClient).","1. Verify that the Kafka broker is running: You can check if the Kafka broker is running by using the following command in a new terminal window: ./kafka_2.13-3.3.2/bin/kafka-server-start.sh ./kafka_2.13-3.3.2/config/server.properties
2. Verify that the address and port are correct: Make sure that the address and port specified in the bootstrap-server parameter are correct and that there are no firewall or network configuration issues preventing you from connecting to the broker.
3. Check the Kafka logs for errors: Check the Kafka logs to see if there are any error messages that could help identify the issue. You can find the Kafka logs in the logs directory of your Kafka installation.
4.Try using a different topic name: It's possible that the topic name you're using is already in use or is invalid. Try using a different topic name to see if that resolves the issue",medium,high,Grace,18-04-2021,Gabriella,21-04-2021,14,Philadelphia,39.92321014,-75.16308594
29,Azure - AML,In Azure ML studio deploy option is not there,"In Azure Machine Learning Studio, the ability to deploy a model is only available in the paid tiers of the service. If you are using a trial account, you may not have access to the deploy functionality.

To deploy a model in Azure Machine Learning Studio, you will need to upgrade to a paid subscription. The deploy functionality is available in the Standard and Enterprise tiers of the service.

Once you have upgraded your subscription, you can follow these steps to deploy your trained model:

Open the Azure Machine Learning Studio and navigate to your workspace.

Navigate to the ""Models"" tab and select the trained model you want to deploy.

Click on the ""Deploy"" button and select the deployment target, such as Azure Kubernetes Service (AKS) or Azure Container Instances (ACI).

Configure the deployment settings, such as the number of nodes and the CPU and memory settings.

Click on the ""Deploy"" button to start the deployment process.

Once the deployment is complete, you can test the deployed model by sending requests to the endpoint.",low,low,Alice,11-12-2022,Iris,13-12-2022,27,Lansdale,40.24383545,-75.28388214
30,Azure - AML,can I use prebuilt component in custom pipeline mode?,"Classic prebuilt components provides prebuilt components majorly for data processing and traditional machine learning tasks like regression and classification. This type of component continues to be supported but will not have any new components added.

Custom components allow you to provide your own code as a component. It supports sharing across workspaces and seamless authoring across Studio, CLI, and SDK interfaces.",medium,low,Frank,11-12-2022,James,13-12-2022,2,Las Vegas,36.1882782,-115.1339645
31,Azure - AML,"Azure Machine Learning - running code in curated environement 
gives ModuleNotFoundError: No module named 'azure.ai'","You can try to upgrade pip and then install the azure package using these commands:
pip install --upgrade pip
pip install azure-ai-ml",low,low,Alice,17-06-2022,Iris,18-06-2022,26,Memphis,35.21362686,-89.82608032
32,Azure - AML,"How to solve an error in model profiling where it is not recognizing 
the profile attribute provided by model library?","Here are a few steps to resolve this error:

1. Check the library documentation: Make sure that the library you are using to profile the model has a profile attribute and that you are using it correctly.
2. Verify that you have imported the correct library: Check if you have imported the correct library and that the Model class you are using is the one from the library you intended to use.
3. Rename your custom class: If you have a custom Model class with the same name as the one from the library, consider renaming your custom class to avoid any name collisions.",critical,high,Henry,17-06-2022,Daniel,20-06-2022,3,Virginia Beach,36.78103638,-76.11266327
33,Azure - AML,"How to access the data used during the azure automl pipeline 
training?","You can access the data that was used during the training of an Azure AutoML
 model by using the TrainingData property of the Model object in the Azure Machine Learning SDK.",low,high,Henry,17-06-2022,Lucas,18-06-2022,15,Annandale,38.88141632,-77.17302704
34,Azure - AML,"Can i run multiple jobs/experiments on a single node using 
Compute Cluster ?","Use Azure Batch as the compute target in AzureML. With Azure Batch, you can
create a pool of compute nodes and run multiple jobs/experiments concurrently on those nodes. Azure Batch automatically manages the allocation of resources to each job/experiment, so you don't need to worry about dividing your tasks into mini batches.",medium,low,Emily,17-06-2022,Harry,18-06-2022,2,Phoenix,33.40356064,-112.0214005
35,Azure - AML,How To Connect To Managed Instance from Machine Learning Studio,"To connect to an Azure SQL Database from Azure Machine Learning studio, you need to follow these steps:

1. Create an Azure SQL Database and make sure that it is accessible from your Azure Machine Learning workspace.
2. In Azure Machine Learning studio, go to the Data tab and click on the +New button.
3. Select the SQL Database option and provide the necessary details, such as the server name, database name, and authentication method.
4. Click on the Connect button to establish a connection to the Azure SQL Database.
5. Once the connection is established, you can use the SQL Database as a data source for your machine learning models in Azure Machine Learning studio.",medium,medium,Grace,17-06-2022,James,20-06-2022,9,Pico Rivera,34.00259781,-118.0799789
36,GCP VM,Getting an error when connecting to VM using the SSH-in-browser from the Google Cloud console,"To resolve this issue, have a Google Workspace admin do the following:

1. Confirm that Google Cloud is enabled for the organization.

If Google Cloud is disabled, enable it and retry the connection.

2. Confirm that services that aren't controlled individually are enabled.

If these services are disabled, enable them and retry the connection.

If the problem persists after enabling Google Cloud settings in Google Workspace, do the following:

1. Capture the network traffic in an HTTP Archive Format (HAR) file starting from when you start the SSH-in-Browser SSH connection.

2. Create a Cloud Customer Care case and attach the HAR file.",low,high,Emily,17-09-2021,Madison,20-09-2021,26,San Antonio,31.09787178,-99.80877686
37,GCP VM,"The following error is occuring when I start an SSH session:
Could not connect, retrying …","To resolve this issue, do the following:

1. After the VM has finished booting, retry the connection. If the connection is not successful, verify that the VM did not boot in emergency mode by running the following command:
gcloud compute instances get-serial-port-output VM_NAME \
| grep ""emergency mode""
If the VM boots in emergency mode, troubleshoot the VM startup process to identify where the boot process is failing.

2. Verify that thegoogle-guest-agent.service service is running, by running the following command in the serial console.

systemctl status google-guest-agent.service
If the service is disabled, enable and start the service, by running the following commands:

systemctl enable google-guest-agent.service
systemctl start google-guest-agent.service
3. Verify that the Linux Google Agent scripts are installed and running. For more information, see Determining Google Agent Status. If the Linux Google Agent is not installed, re-install it.

4. Verify that you have the required roles to connect to the VM. If your VM uses OS Login, see Assign OS Login IAM role. If the VM doesn't use OS Login, you need the compute instance admin role or the service account user role (if the VM is set up to run as a service account). The roles are needed to update the instance or project SSH keys-metadata.

5. Verify that there is a firewall rule that allows SSH access by running the following command:
gcloud compute firewall-rules list | grep ""tcp:22""

6. Verify that there is a default route to the Internet (or to the bastion host). For more information, see Checking routes.

7. Make sure that the root volume is not out of disk space. For more information, see Troubleshooting full disks and disk resizing.

8. Make sure the VM has not run out of memory, by running the following command:

gcloud compute instances get-serial-port-output instance-name \
| grep ""Out of memory: Kill process"" - e ""Kill process"" -e ""Memory cgroup out of memory"" -e ""oom""
If the VM is out of memory, connect to serial console to troubleshoot.",critical,high,Emily,17-09-2021,Harry,19-09-2021,29,Mission,26.20306206,-98.30255127
38,GCP VM,The SSH connection failed after upgrading the VM's kernel.,"To resolve this issue, do the following:

1. Mount the disk to another VM.
2. Update the grub.cfg file to use the previous version of the kernel.
3. Attach the disk to the unresponsive VM.
4. Verify that the status of the VM is RUNNING by using the gcloud 5. compute instances describe command.
5. Reinstall the kernel.
6. Restart the VM.
Alternatively, if you created a snapshot of the boot disk before upgrading the VM, use the snapshot to create a VM.",high,high,Frank,17-09-2021,Finn,19-09-2021,30,Encinitas,33.04647064,-117.2896729
39,GCP VM,"Connection Failed
You cannot connect to the VM instance because of an unexpected error. Wait a few moments and then try again.","To resolve this issue, try one or more of the following:

1. Review the user guide for your operating system to ensure that your sshd_config is set up correctly.

2. Ensure the you have the required ownership and permission settings for the following:

$HOME and $HOME/.ssh directories
$HOME/.ssh/authorized_keys file
Ownership
Permissions
The guest environment stores authorized SSH public keys in the $HOME/.ssh/authorized_keys file. The owner of the $HOME and $HOME/.ssh directories and the $HOME/.ssh/authorized_keys file must be the same as the user connecting to the VM.

Restart the sshd by running the following command:

systemctl restart sshd.service
Check if there are any errors in the status by running the following command:

systemctl status sshd.service
The status output may contain information such as the exit code, the reason for the failure, etc. You can use these details for further troubleshooting.",medium,high,Henry,17-09-2021,Katherine,18-09-2021,6,Carrollton,32.96593094,-96.84902191
40,GCP VM,Connection via Cloud Identity-Aware Proxy Failed,"To resolve this issue Create a firewall rule on port 22 that allows ingress
 traffic from Identity-Aware Proxy.",low,medium,Grace,19-10-2023,Finn,21-10-2023,4,Phoenix,33.4926796,-112.2088623
41,GCP VM,"The following error is occuring when connecting to VM:
Host key for server IP_ADDRESS does not match","To resolve this issue, delete the host key from the ~/.ssh/known_hosts
 file, then retry the connection.",high,low,Charlie,08-12-2022,Emma,09-12-2022,27,Peoria,33.5807991,-112.2556763
42,GCP VM,"ERROR:""Value for field 'metadata.items[X].value' is too large: maximum 
size 262144 character(s); actual size NUMBER_OF_CHARACTERS.""
","Metadata values have a maximum limit of 256 KB. To mitigate this limitation, do one of the following:

1. Delete expired or duplicated SSH keys from project or instance metadata. For more information, see Update metadata on a running VM.
2. Use OS Login.",medium,medium,Emily,08-12-2022,Daniel,11-12-2022,10,Fullerton,33.86329651,-117.9716263
43,GCP VM,"ERROR:USERNAME@compute.INSTANCE_ID's password:
Permission denied, please try again.","You tried to connect to a Windows VM that doesn't have SSH enabled.

To resolve this error, set the enable-windows-ssh key to TRUE in project or instance metadata. For more information about setting medata, see Set custom metadata.",high,high,David,27-12-2021,Nathan,28-12-2021,30,Daly City,37.69598389,-122.4800415
44,GCP VM,"The following error might occuring when connecting to a VM that doesn't have SSH enabled:
Permission denied (publickey,keyboard-interactive).","To resolve this error, set the enable-windows-ssh key to TRUE in project 
or instance metadata. For more information about setting medata, see Set custom metadata.",medium,medium,Emily,27-12-2021,Finn,29-12-2021,10,Newark,39.83205795,-75.75762177
45,GCP VM,"ERROR: (gcloud.compute.ssh) Could not SSH into the instance.
It is possible that your SSH key has not propagated to the instance yet.
Try running this command again.  If you still cannot connect, verify that the firewall and instance are set to accept ssh traffic.","This error can occur for several reasons. The following are some of the most common causes of the errors:

1. You tried to connect to a Windows VM that doesn't have SSH installed.

To resolve this issue, follow the instructions to Enable SSH for Windows on a running VM.

2. The OpenSSH Server (sshd) isn't running or isn't configured properly. The sshd provides secure remote access to the system via SSH protocol. If it's misconfigured or not running, you can't connect to your VM via SSH.

To resolve this issue, review OpenSSH Server configuration for Windows Server and Windows to ensure that sshd is set up correctly.",medium,medium,Grace,27-12-2021,Lucas,30-12-2021,7,Opa Locka,25.94878006,-80.28707886
46,GCP VM,"ERROR: (gcloud.compute.ssh) FAILED_PRECONDITION: The specified 
username or UID is not unique within given system ID.","This error occurs when OS Login attempts to generate a username that already exists within an organization. This is common when a user account is deleted and a new user with the same email address is created shortly after. After a user account is deleted, it takes up to 48 hours to remove the user's POSIX information.

To resolve this issue, do one of the following:

1. Restore the deleted account.
2. Remove the account's POSIX information before deleting the account.",medium,high,Alice,27-12-2021,James,29-12-2021,19,Broken Arrow,36.03966141,-95.80953217
47,GCP VM,"Error message:
""code"": ""RESOURCE_OPERATION_RATE_EXCEEDED"",
""message"": ""Operation rate exceeded for resource 'projects/project-id/zones/zone-id/disks/disk-name'. Too frequent operations from the source resource.""","Resolution:

To create multiple disks from a snapshot, use the snapshot to create an image then create your disks from the image:

Create an image from the snapshot.
Create persistent disks from the image. In the Google Cloud console, select Image as the disk Source type. With the gcloud CLI, use the image flag. In the API, use the sourceImage parameter.",high,low,Emily,10-09-2023,Gabriella,11-09-2023,10,Aurora,39.71852112,-104.8660431
48,GCP VM,"Error message:
The resource 'projects/PROJECT_NAME/zones/ZONE/RESOURCE_TYPE/RESOURCE_NAME' already exists""",Resolution: Retry your creation request with a unique resource name.,low,low,David,17-07-2022,Finn,19-07-2022,30,Miami,33.39097977,-111.916275
49,GCP VM,"Error message:
Could not fetch resource:
- The selected machine type (MACHINE_TYPE) has a required CPU platform of REQUIRED_CPU_PLATFORM.
The minimum CPU platform must match this, but was SPECIFIED_CPU_PLATFORM.","Resolution:

1. To learn about which CPU platform your machine type supports, review CPU platforms.
2. Retry your request with a supported CPU platform.",low,high,Charlie,19-09-2023,Emma,20-09-2023,24,Jacksonville,30.19924736,-81.72353363
50,GCP VM,"Error Message:
Invalid value for field 'resource.sourceMachineImage': Updating 'sourceMachineImage' is not supported","Resolution:

1. Make sure that your VM supports the processor of the new machine type. For more information about the processors supported by different machine types, see Machine family comparison.

2. Try to change the machine type by using the Google Cloud CLI.",low,medium,Alice,11-03-2022,Harry,14-03-2022,15,Moline,41.49992752,-90.51541138
51,GCP VM,"ERROR:  Registration failed: Registering system to registration proxy https://smt-gce.susecloud.net
command '/usr/bin/zypper --non-interactive refs Python_3_Module_x86_64' failed
Error: zypper returned 4 with 'Problem retrieving the repository index file for service 'Python_3_Module_x86_64':
Timeout exceeded when accessing 'https://smt-gce.susecloud.net/services/2045/repo/repoindex.xml?credentials=Python_3_Module_x86_64'.","To resolve this issue, review the Cloud NAT configuration to verify 
that the minimum ports per VM instance parameter is set to at least 160.",medium,medium,Henry,11-03-2022,Katherine,12-03-2022,2,Marrero,29.89663696,-90.10955811
52,GCP VM,"ERROR: (gcloud.compute.instances.set-machine-type) Could not fetch 
resource:
Invalid resource usage: 'Requested boot disk architecture (X86_64) is not compatible with machine type architecture (ARM64).'","Resolution:

Make sure that your VM supports the processor of the new machine type. For more information about the processors supported by different machine types, see Machine family comparison.

Try to change the machine type by using the Google Cloud CLI.

If you switch from an x86 machine type to an Arm T2A machine type, you might receive a `INVALID_RESOURCE_USAGE' error indicating that your disk type is not compatible with an Arm machine type. Create a new T2A Arm instance using a compatible Arm OS and disk.",low,medium,Emily,20-10-2020,Emma,21-10-2020,30,Saint Louis,38.71575165,-90.3486557
53,GCP VM,"using an unapproved resource ""Machine type architecture (ARM64) is not compatible with requested boot disc architecture (X86_64),"" the notification states.","To resolve this issue, try one of the following:

1. If you are using a zonal MIG, use a regional MIG instead.
2. Create multiple MIGs and split your workload across them—for example by adjusting your load balancing configuration.
3. If you still need a bigger group, contact support to make a request.",medium,high,Grace,20-06-2022,Emma,21-06-2022,29,Cary,35.76636124,-78.78697205
54,GCP VM,Can't move a VM to a sole-tenant node.,"Solution:

1. A VM instance with a specified minimum CPU platform can't be moved to a sole-tenant node by updating VM tenancy. To move a VM to a sole-tenant node, remove the minimum CPU platform specification by setting it to automatic.

2. Because each sole-tenant node uses a specific CPU platform, all VMs running on the node cannot specify a minimum CPU platform. Before you can move a VM to a sole-tenant node by updating its tenancy, you must set the VM's --min-cpu-platform flag to AUTOMATIC.",medium,medium,David,20-06-2022,Daniel,21-06-2022,17,Winter Park,28.60344505,-81.31519318
55,GCP VM,Error Message:No feasible nodes found for the instance given its node affinities and other constraints.,"Specify values for the minimum number of CPUs for each VM so that 
the total for all VMs does not exceed the number of CPUs specified by the sole-tenant node type.",medium,high,Emily,18-04-2021,Lucas,19-04-2021,3,Cincinnati,39.13246918,-84.59480286
56,GCP Fire Store,"ABORTED ERROR:
Too much contention on these datastore entities. Please try again.","To resolve this issue:

1. For rapid traffic increases, Firestore attempts to automatically scale to meet the increased demand. When Firestore scales, latency begins to decrease.
2. Hot-spots limit the ability of Firestore to scale up, review designing for scale to identify hot-spots.
3. Review data contention in transactions and your usage of transactions.
4. Reduce the write rate to individual documents.",medium,medium,Alice,18-04-2021,Emma,21-04-2021,6,Saint Louis,38.48856354,-90.34738159
57,GCP Fire Store,"RESOURCE_EXHAUSTED Error:
Some resource has been exhausted, perhaps a per-user quota, or perhaps the entire file system is out of space.","To resolve this issue:

Wait for the daily reset of your free tier quota or enable billing for your project.",high,low,David,18-04-2021,Iris,20-04-2021,3,Sugar Land,29.62356949,-95.60272217
58,GCP Fire Store,"INVALID_ARGUMENT: The value of property field_name is longer than 
1048487 bytes","To resolve this issue:

1. For indexed field values, split the field into multiple fields. If possible, create an un-indexed field and move data that doesn't need to be indexed into the un-indexed field.
2. For un-indexed field values, split the field into multiple fields or implement compression for the field value.",high,low,Frank,18-04-2021,Gabriella,21-04-2021,2,Carrollton,32.96593094,-96.84902191
