Sn No,TECHNOLOGY,QUESTION,SOLUTION,SEVERITY,PRIORITY,CREATED_USER,CREATED_DATE,CLOSED_USER,CLOSED_DATE,RESOLUTION_TIME,CITY,Latitude,Longitude
11,PowerBI,What resources are available to me if I am unable to resolve a SSL peer certificate or SSH remote key error when using an ODBC driver to connect to Snowflake from Power BI desktop?,"Here are some possible solutions to try:
1. Check your SSL/TLS version: Verify that your SSL/TLS version is up-to-date and compatible with your ODBC driver version. You may need to update your SSL/TLS version or your ODBC driver to resolve this issue.
2. Check your certificate: Verify that your SSL certificate is valid and properly configured. You may need to contact your Snowflake administrator to obtain a valid SSL certificate or update your current certificate.
3. Verify your connection string: Check your ODBC connection string to ensure that it is correctly configured. Make sure that your Snowflake account and credentials are correctly specified.
4. Check your network configuration: Verify that your network configuration is properly set up and that there are no issues with your firewall or network security settings.
5. Verify your driver version: Ensure that you are using the latest version of your ODBC driver. You may need to upgrade your driver to resolve this issue.
6. Check your Power BI version: Verify that you are using the latest version of Power BI desktop. You may need to upgrade to the latest version to resolve this issue.
7. Contact Snowflake support",high,low,David,09-06-2020,Iris,11-06-2020,5,New Orleans,29.96774292,-90.03494263
12,PowerBI,Rest API credentials issues in power bi service,"To resolve Rest API credentials issues in Power BI service, try the following solutions:
1. Verify API key: Double-check the API key to ensure it is correct and valid.
2. Check access rights: Verify that you have the necessary access rights to use the Rest API.
3. Obtain a new authorization token: If the authorization token has expired or become invalid, obtain a new token to authenticate the Rest API request.
4. Check firewall or network settings: Ensure that the necessary ports are open and that any necessary security settings are properly configured to allow access to the Rest API.
If you are still experiencing issues after trying these solutions, consider contacting the Rest API provider's support team or seeking further assistance from your organization's IT department.",critical,high,Frank,09-06-2020,Gabriella,11-06-2020,14,Raleigh,35.8109436,-78.60021973
13,PowerBI,"How do I check for network connectivity issues when connecting Power BI 
to Azure SQL DB?","The Power BI - Azure SQL DB connection issue can occur due to various reasons. Here are some possible solutions:
1. Check Azure SQL DB firewall settings: Ensure that the IP address of your Power BI service is added to the firewall settings of your Azure SQL DB.
2. Check Azure SQL DB connection string: Verify that the connection string used in Power BI is correct and up-to-date. Make sure it includes the correct server name, database name, and authentication credentials.
3. Check authentication method: Ensure that the authentication method used in Power BI matches the one set up for your Azure SQL DB. You can use either SQL Server Authentication or Azure Active Directory Authentication.
4. Check Azure Active Directory permissions: If you are using Azure Active Directory Authentication, ensure that the user or service principal has sufficient permissions to access the Azure SQL DB.
5. Check Power BI gateway: If you are using a Power BI gateway to connect to Azure SQL DB, ensure that the gateway is set up correctly and is running.
6. Check network connectivity: Verify that there are no network connectivity issues between Power BI and Azure SQL DB. You can use tools such as Telnet to test the connectivity.
7. Check Azure SQL DB service status: If none of the above solutions work, check the status of the Azure SQL DB service to see if there are any known issues.",low,low,Frank,15-04-2023,Lucas,16-04-2023,18,Raleigh,35.8109436,-78.60021973
14,PowerBI,"How can I fix a language issue in Power BI Report Server when the report is 
not displaying in the desired language?","You can try the following solutions:
1. Ensure that the desired language is set as the default language: Check that the desired language is set as the default language in the Report Server settings.
2. Verify that the report has been created in the desired language: Ensure that the report has been created in the language that you want to view it in. If the report has been created in a different language, it may not display correctly.
3. Check the language settings in the report: Verify that the language settings in the report are correct and match the desired language. This can be done by going to the ""Report Language Settings"" option in the ""File"" menu of the Power BI Desktop application.
4. Ensure that the language pack is installed: Make sure that the language pack for the desired language is installed on the Report Server.
5. Check the user's language preferences: If the report is still not displaying in the desired language, check that the user's language preferences are set to the desired language.
6. Check the browser language settings: Verify that the browser language settings are set to the desired language. This can be done in the browser settings.
7. Try clearing the browser cache",critical,high,Bob,05-12-2022,Katherine,07-12-2022,35,Norwalk,33.90202332,-118.079155
15,PowerBI,How to resolve the Power BI API token issue in the Azure ADFS Setup?,"The reason this is not working is by default Azure AD will block ROPC flow for a Federated account. This flow only works if you are using a cloud account (onmicrosoft.com domain) for security reasons. If you need to authenticate with a Federated account, it's better if you use the ADAL library. We have an ADAL Java library here.
https://github.com/AzureAD/azure-activedirectory-library-for-java/wiki/Acquiring-Tokens-with-username-and-password

Also, please note that:-
Microsoft recommends you do not use the ROPC flow. In most scenarios, more secure alternatives are available and recommended. This flow requires a very high degree of trust in the application, and carries risks which are not present in other flows. You should only use this flow when other more secure flows can't be used.

Reference:
https://github.com/MicrosoftDocs/azure-docs/issues/34108",high,low,Bob,22-11-2021,Daniel,25-11-2021,11,Muskegon,43.23951721,-86.19662476
16,Azure Storage,If Azure Data Lake Storage Gen2 throws error indicating some operation failed.,"Check the detailed error message thrown by Azure Data Lake Storage Gen2. If the error is a transient failure, retry the operation. For further help, contact Azure Storage support, and provide the request ID in error message.",medium,medium,Grace,09-06-2020,Iris,10-06-2020,35,Bridgeton,39.44585037,-75.22688294
17,Azure Storage,"If the error message contains the string ""Forbidden"", the service principal or managed identity you use might not have sufficient permission to access Azure Data Lake Storage Gen2.","To troubleshoot this error, see Copy and transform data in Azure Data Lake Storage Gen2.",low,low,Alice,15-04-2023,Daniel,18-04-2023,23,Painesville,41.72412872,-81.24591065
18,Azure Storage,"If the error message contains the string ""InternalServerError"", the error is returned by Azure Data Lake Storage Gen2.","The error might be caused by a transient failure. If so, retry the operation. If the issue persists, contact Azure Storage support and provide the request ID from the error message.",high,low,Henry,05-12-2022,Harry,07-12-2022,12,Painesville,41.72412872,-81.24591065
19,Azure Storage,"If the error message is Unable to read data from the transport connection: An existing connection was forcibly closed by the remote host, your integration runtime has a network issue in connecting to Azure Data Lake Storage Gen2.","In the firewall rule setting of Azure Data Lake Storage Gen2, make sure Azure Data Factory IP addresses are in the allowed list",critical,high,Frank,22-11-2021,Olivia,23-11-2021,18,Gaithersburg,39.12841034,-77.20714569
20,Azure Storage,"If the error message is This endpoint does not support BlobStorageEvents or SoftDelete, you are using an Azure Data Lake Storage Gen2 linked service to connect to an Azure Blob Storage account that enables Blob storage events or soft delete.","Try the following options：
1. If you still want to use an Azure Data Lake Storage Gen2 linked service, upgrade your Azure Blob Storage to Azure Data Lake Storage Gen2. For more information, see Upgrade Azure Blob Storage with Azure Data Lake Storage Gen2 capabilities.
2. Switch your linked service to Azure Blob Storage.
3. Disable Blob storage events or soft delete in your Azure Blob Storage account.",medium,low,Emily,22-11-2021,Finn,25-11-2021,8,South Gate,33.96234512,-118.2134171
21,Azure Storage,The copy activity is not able to pick files from Azure Data Lake Storage Gen2,"Change the file name to avoid the reserved list for Parquet below:

The file name contains _metadata.
The file name starts with . (dot).",low,high,Grace,11-11-2020,Iris,13-11-2020,11,Chicago,41.89551926,-87.71821594
22,Azure Storage,ADLS Gen2 failed for forbidden: Storage operation % on % get failed with 'Operation returned an invalid status code 'Forbidden'.,"Check your Azure storage account network settings to see whether the public network access is disabled. If disabled, use a managed virtual network integration runtime and create a private endpoint to access.",low,low,Bob,13-05-2020,Lucas,16-05-2020,3,Chicago,41.89551926,-87.71821594
23,Azure Storage,While I try to access Azure it is showing Invalid property during copy activity,"Edit the dataset or pipeline JSON definition to make the types consistent, and then rerun the deployment.",medium,medium,Bob,27-08-2020,Harry,30-08-2020,17,Tempe,33.35738754,-111.9551849
24,Azure Storage,Troubleshooting connectivity to Blob Storage using Azure Storage Explorer with Private Endpoint,"If that points to some kind of “403 - Authorization Error”, you need to isolate based on what kind of error it is and why it is coming. Some common scenarios here could be in-sufficient roles, Firewall and VNET configurations etc. Ensure that you have right access already in place.
In case, if points to error such as “Account Does Not Exsist”, first verify the account exists and hasn’t been deleted. In case you have a setup, where in you are making use of Hosts File by specifying IP of the storage account, kindly ensure that you are having updated public IP mentioned in the host file entry. The file can be found at the path C:\Windows\System32\drivers\etc. Although, the public IP does not get changed that often however still verify it again too. If the IP has got updated then also this message may appear as explorer won’t be find out the account with the one mentioned in file. In that scenario, kindly update the entry in the Hosts file with the current public IP Address for the storage account.
If there are any other error observed specific to storage explorer, you can review this link as well.",medium,high,Grace,27-08-2020,Harry,29-08-2020,35,Los Angeles,34.02759934,-118.2654419
25,Azure Time Series Insights,can't find my environment in the Gen2 Explorer,This problem might occur if you don't have permissions to access the Time Series Insights environment. Users need a reader-level access role to view their Time Series Insights environment.,medium,medium,Bob,27-08-2020,Iris,29-08-2020,21,Stafford,38.42340851,-77.40523529
26,Azure Time Series Insights,No data is seen in the Gen2 Explorer,"1. Azure Time Series Insights supports only JSON data.
2. need to provide the key that has service connect permissions. Select either the iothubowner or service policy. Both have service connect permissions.
3. Data will appear in your Azure Time Series Insights explorer within a few minutes after the environment and its data are first created.",low,low,Frank,09-12-2022,Nathan,10-12-2022,17,Stafford,38.42340851,-77.40523529
27,Azure Time Series Insights,"Some data shows, but some is missing in the Time  Series Insights",This problem might occur when you send events without the Time Series ID field in the payload,low,low,Henry,09-12-2022,Lucas,12-12-2022,36,Cleveland,41.47253799,-81.73633575
28,Azure Time Series Insights,"Data was showing, but now ingestion has stopped in TSI",Your hub access key was regenerated and your environment needs to be updated,critical,high,Grace,16-07-2023,Harry,17-07-2023,29,Lake Forest,38.55315399,-121.395546
29,Azure Time Series Insights,My event source's Timestamp property name doesn't work,"Ensure that the timestamp property value that comes from your event source as a JSON string is in the format yyyy-MM-ddTHH:mm:ss.FFFFFFFK. Here's an example: 2008-04-12T12:53Z.

Keep in mind that the timestamp property name is case-sensitive.",medium,high,David,25-09-2021,Katherine,27-09-2021,11,Caguas,18.22931862,-66.37058258
30,Azure Time Series Insights,I can't view or edit my Time Series Model,"You might be accessing a Time Series Insights S1 or S2 environment.
You might not have permissions to view and edit the model.
Users need contributor-level access to edit and view their Time Series Model. To verify the current access levels and grant additional access, go to the Data Access Policies section on your Time Series Insights resource in the Azure portal.
Time Series Models are supported only in pay-as-you-go environments.",medium,low,Henry,16-01-2022,Emma,19-01-2022,27,Las Vegas,36.17177963,-115.1391754
31,Azure Time Series Insights,All my instances in the Gen2 Explorer lack a parent,This problem might occur if your environment doesn't have a Time Series Model hierarchy defined,high,medium,Alice,16-01-2022,Daniel,18-01-2022,13,Caguas,18.24009323,-66.37051392
32,Azure Time Series Insights,"Facing problem to copy (and tranform) records between two Azure TSI
 environments","We need to create another TSI environment and transfer all the data from an old TSI instance with minor modifications (for example, convert true/false values to 1/0)",medium,high,Alice,17-09-2021,Gabriella,20-09-2021,8,Caguas,18.21837044,-66.3705368
33,Azure Time Series Insights,Missing instances in Time Series Insights UI,"Please double check if you set the timestamp property in your Event Source: https://learn.microsoft.com/en-us/azure/time-series-insights/concepts-streaming-ingestion-event-sources#event-source-timestamp

If you did, you can send old data by setting the timestamp accordingly in your payload.",low,low,David,17-09-2021,James,18-09-2021,4,Caguas,18.29227638,-66.3706131
34,Azure Time Series Insights,In Time Series Insights API 'aggregates' is not supported for environment," get all the instances you need with the search api,Then loop through the instances you get in the response to call the aggregates by id one by one. And finally sum the results yourself to have a daily result for all the telemetry sensors responding to your search.

Note: You can only make 9 aggregate calls at the same time",high,low,Charlie,17-09-2021,James,18-09-2021,35,Caguas,18.20439339,-66.37050629
35,Azure Time Series Insights,How to get difference between two dates in seconds using Time Series Expression Syntax in Azure Time Series Insights Explorer,"TSI is an depreciated service in Azure and there are not much features (inbuilt functions) available in it to explore data. Therefore, I suggest you to use Azure Data Explorer to work with the Event Hub Data.

Azure Data Explorer provides inbuild datetime_diff  function which allows to calculate the period in many supported formats based on your requirement using simple Kusto Query Language.

datetime_diff(): Calculates calendarian difference between two datetime values.",medium,medium,Grace,17-09-2021,Emma,20-09-2021,36,Philadelphia,39.96036911,-75.23828888
36,Azure Time Series Insights,What are four key jobs of Azure time series Insights?,"Azure Time Series Insights has four key jobs:

It's fully integrated with cloud gateways like Azure IoT Hub and Azure Event Hubs. It easily connects to these event sources and parses JSON from messages and structures that have data in clean rows and columns. It joins metadata with telemetry and indexes your data in a columnar store.
Azure Time Series Insights manages the storage of your data. To make sure that data is always easily accessible, it stores your data in memory and SSDs for up to 400 days. You can interactively query billions of events in seconds–on demand.
Azure Time Series Insights provides out-of-the-box visualization through the Azure Time Series Insights Explorer.
Azure Time Series Insights provides a query service, both in the Azure Time Series Insights Explorer and by using APIs that are easy to integrate to embed your time series data into custom applications.",high,low,Bob,17-09-2021,Madison,19-09-2021,11,Philadelphia,39.96036911,-75.23828888
37,Azure Time Series Insights,which data sources are currently supported by Azure time series Insights Gen 2?,Azure Time Series Insights Gen2 supports the JavaScript SDK.,low,low,Henry,17-09-2021,Nathan,18-09-2021,8,Mesa,33.43722153,-111.8398285
38,Azure Time Series Insights,Does Azure have a time series database?,"You can use Azure Data Explorer to develop a complete time series service. Azure Data Explorer includes native support for creating, manipulating, and analyzing multiple time series with near real-time monitoring.",medium,high,Bob,17-09-2021,Katherine,19-09-2021,2,Caguas,18.26306915,-66.37058258
39,Azure Time Series Insights,How do I create Azure time series insights?,"Follow these steps to create an environment:
Sign in to the Azure portal.
Select the + Create a resource button.
Select the Internet of Things category, and select Time Series Insights.
On the Time Series Insights page, select Create.
Fill in the required parameters. ...
Select Create to begin the provisioning process.",high,low,Henry,19-10-2023,Lucas,21-10-2023,2,Virginia Beach,36.83761978,-76.17993927
40,Azure Time Series Insights,How many streaming event sources can be supported by Azure time series Insights Gen 2?,Your Azure Time Series Insights Gen2 environment can have up to two streaming event sources.,low,low,Grace,08-12-2022,Madison,09-12-2022,19,Caguas,18.29704666,-66.37062836
41,Azure Time Series Insights,I am unable to find any such option to migrate time series insight.,"TSI Gen2 stores the data on the storage account. You can access Storage overview - Azure Time Series Insights Gen2 | Microsoft Docs. TSI Gen2 doesn't have capability to bulk import data, so you would need to ingest it again through Hubs.

Note: Don't delete your Azure Time Series Insights Gen2 files. Manage related data from within Azure Time Series Insights Gen2 only.",high,high,Henry,08-12-2022,Finn,09-12-2022,2,Caguas,18.2323761,-66.37059784
42,Azure Time Series Insights,Could not observe events sent to Azure time series insight explorer,Check if you had set the event-source for your Azure TSI environment or not. Just for your reference - http://learniotwithzain.com/2019/03/near-real-time-iot-data-exploration-using-azure-time-series-insights/,medium,low,David,27-12-2021,Daniel,28-12-2021,36,Caguas,18.21974373,-66.37056732
43,Azure Time Series Insights,What’s the SLA for Azure Time Series Insights?,Azure IoT Hub provides a 99.9-percent SLA under the Azure SLA,low,medium,Emily,27-12-2021,Lucas,28-12-2021,33,Hilliard,40.03102875,-83.13726807
44,GCP Cloud Storage,"I tried to create a bucket but received the following error:

409 Conflict. Sorry, that name is not available. Please try a different one.","The bucket name you tried to use (e.g. gs://cats or gs://dogs) is 
already taken. Cloud Storage has a global namespace so you may not name a bucket with the same name as an existing bucket. Choose a name that is not being used.",medium,medium,Charlie,17-06-2022,Iris,19-06-2022,11,Dallas,32.71627045,-96.76869202
45,GCP Cloud Storage,How can I serve my content over HTTPS without using a load balancer," You can serve static content through HTTPS using direct URIs such as https://storage.googleapis.com/my-bucket/my-object. For other options to serve your content through a custom domain over SSL, you can:

1. Use a third-party Content Delivery Network with Cloud Storage.
2. Serve your static website content from Firebase Hosting instead of Cloud Storage.",high,high,Frank,17-06-2022,Lucas,19-06-2022,3,Glendale,33.5399437,-112.1772079
46,GCP Cloud Storage,"I get an Access denied error message for a web page served by my 
website","Check that the object is shared publicly.
If you previously uploaded and shared an object, but then upload a new version of it, then you must reshare the object publicly. This is because the public permission is replaced with the new upload.",medium,medium,David,24-11-2021,Gabriella,25-11-2021,11,Moreno Valley,33.92159271,-117.263176
47,GCP Cloud Storage,I get an error when I attempt to make my data public,"Make sure that you have the setIamPolicy permission for your object or bucket. This permission is granted, for example, in the Storage Admin role. If you have the setIamPolicy permission and you still get an error, your bucket might be subject to public access prevention, which does not allow access to allUsers or allAuthenticatedUsers. Public access prevention might be set on the bucket directly, or it might be enforced through an organization policy that is set at a higher level.
",medium,medium,Henry,24-11-2021,Madison,27-11-2021,5,Los Angeles,34.09048843,-118.3643875
48,GCP Cloud Storage," I am prompted to download my page's content, instead of being able to 
view it in my browser.","If you specify a MainPageSuffix as an object that does not have a web
 content type, then instead of serving the page, site visitors are prompted to download the content. To resolve this issue, update the content-type metadata entry to a suitable value, such as text/html.",critical,high,Frank,24-11-2021,Nathan,27-11-2021,2,Miami,25.88852501,-80.17294312
49,GCP Cloud Storage,I'm seeing increased latency when uploading or downloading,"Use the gsutil perfdiag command to run performance diagnostics from the affected environment. Consider the following common causes of upload and download latency:

CPU or memory constraints: The affected environment's operating system should have tooling to measure local resource consumption such as CPU usage and memory usage.

Disk IO constraints: As part of the gsutil perfdiag command, use the rthru_file and wthru_file tests to gauge the performance impact caused by local disk IO.

Geographical distance: Performance can be impacted by the physical separation of your Cloud Storage bucket and affected environment, particularly in cross-continental cases. Testing with a bucket located in the same region as your affected environment can identify the extent to which geographic separation is contributing to your latency.

If applicable, the affected environment's DNS resolver should use the EDNS(0) protocol so that requests from the environment are routed through an appropriate Google Front End.",high,low,Henry,24-11-2021,Daniel,25-11-2021,7,Brooklyn,40.66577148,-73.89246368
50,GCP Cloud Storage,"I'm seeing increased latency when accessing Cloud Storage with gcloud 
storage, gsutil, or one of the client libraries.","The CLIs and the client libraries automatically retry requests when it's
 useful to do so, and this behavior can effectively increase latency as seen from the end user. Use the Cloud Monitoring metric storage.googleapis.com/api/request_count to see if Cloud Storage is consistenty serving a retryable response code, such as 429 or 5xx.",high,low,David,30-04-2021,Olivia,01-05-2021,22,Bronx,40.84583664,-73.86468506
51,GCP Cloud Storage,"Do I need to enable billing if I was granted access to someone else's 
bucket?","No, in this case another individual has already set up a Google Cloud project and either granted you access to the entire project or to one of their buckets and the objects it contains. Once you authenticate, typically with your Google account, you can read or write data according to the access that you were granted.
",low,medium,Emily,05-12-2020,Daniel,08-12-2020,11,Philadelphia,39.95473099,-75.20536804
52,GCP Cloud Storage,"While performing a resumable upload, I received error and the 
message Failed to parse Content-Range header.","he value you used in your Content-Range header is invalid. For example, Content-Range: */* is invalid and instead should be specified as Content-Range: bytes */*. If you receive this error, your current resumable upload is no longer active, and you must start a new resumable upload.
",medium,medium,Grace,05-12-2020,Olivia,07-12-2020,17,San Diego,32.90143967,-117.1196289
53,GCP Cloud Storage,"Requests to a public bucket directly, or via Cloud CDN, are failing with a 
HTTP 401: Unauthorized and an Authentication Required response.","Check that your client, or any intermediate proxy, is not adding an
Authorization header to requests to Cloud Storage. Any request with an Authorization header, even if empty, is validated as if it were an authentication attempt.",low,low,Grace,04-06-2022,Madison,05-06-2022,23,Albuquerque,35.02748108,-106.7064819
54,GCP Cloud Storage,"How to get data that is older than 6 weeks from GCP metrics explorer 
API","By Default monitoring API stores data only up to 6 weeks only. If you 
need data for more than 6 weeks or long term data then as per data retention policy you can extend up to 24 months. There is no additional cost for this extended retention policy.",high,low,Bob,18-09-2022,Madison,21-09-2022,21,Troy,42.73004913,-73.68952942
55,GCP Cloud Storage,How can I maximize the availability of my data?,"Consider storing your data in a multi-region or dual-region bucket location if high availability is a top requirement. All data is stored geo-redundantly in these locations, which means your data is stored in at least two geographically separated regions. In the unlikely event of a region-wide outage, such as one caused by a natural disaster, buckets in geo-redundant locations remain available, with no need to change storage paths. Also,
 because object listing in a bucket is always strongly consistent, regardless of bucket location, there is a zero recovery time objective (RTO) in most circumstances for dual- and multi-regions. Note that to achieve uninterrupted service, other products, such as Compute Engine instances, must be set up to be geo-redundant as well.",high,high,Charlie,14-09-2023,Emma,15-09-2023,33,Vista,33.21121979,-117.2510605
56,GCP Cloud Storage,How can I get a summary of space usage for a Cloud Storage bucket?,"You can use Cloud Monitoring for daily monitoring of your bucket's byte
 count, or you can use the gsutil du command to get the total bytes in your bucket at a given moment. For more information, see Getting a bucket's size.",medium,low,Charlie,26-04-2021,Daniel,28-04-2021,12,Brooklyn,40.65559006,-73.9330368
